brand,name_1,name_2,category,gender,base_price,url,image
Amouage,The Odyssey Collection,,Eau de Parfum Spray,Men,"BP: €3,450.00* / 1000 ml",/Amouage/Collections/The-Odyssey-Collection/Eau-de-Parfum-Spray/index_120536.aspx,https://cdn.parfumdreams.de/Img/Art/13/Amouage-The-Odyssey-Collection-Eau-de-Parfum-Spray-120536.jpg
Collistar,Acqua Attiva,,Eau de Toilette Spray,Men,BP: €489.50* / 1000 ml,/Collistar/Mens-fragrances/Acqua-Attiva/Eau-de-Toilette-Spray/index_100710.aspx,https://cdn.parfumdreams.de/Img/Art/13/Collistar-Acqua-Attiva-Eau-de-Toilette-Spray-100710.jpg
Collistar,Acqua Vetiver,,Eau de Toilette Spray,Men,BP: €489.50* / 1000 ml,/Collistar/Mens-fragrances/Acqua-Vetiver/Eau-de-Toilette-Spray/index_123289.aspx,https://cdn.parfumdreams.de/Img/Art/13/Collistar-Acqua-Vetiver-Eau-de-Toilette-Spray-123289.jpg
Collistar,Acqua Wood,,Eau de Toilette Spray,Men,BP: €489.50* / 1000 ml,/Collistar/Mens-fragrances/Acqua-Wood/Eau-de-Toilette-Spray/index_123291.aspx,https://cdn.parfumdreams.de/Img/Art/13/Collistar-Acqua-Wood-Eau-de-Toilette-Spray-123291.jpg
Halloween,Man,,Gift Set,Men,BP: €356.79* / 1000 ml,/Halloween/Mens-fragrances/Man/Gift-Set/index_119651.aspx,https://cdn.parfumdreams.de/Img/Art/13/Halloween-Man-Geschenkset-119651.jpg
Halloween,Man X,,Gift Set,Men,BP: €356.79* / 1000 ml,/Halloween/Mens-fragrances/Man-X/Gift-Set/index_119652.aspx,https://cdn.parfumdreams.de/Img/Art/13/Halloween-Man-X-Geschenkset-119652.jpg
Montale,Oud,Dark Aoud,Eau de Parfum Spray,Men,"BP: €1,250.00* / 1000 ml",/Montale/Fragrances/Oud/Eau-de-Parfum-Spray/index_40422.aspx,https://cdn.parfumdreams.de/Img/Art/13/Montale-Oud-Dark-Aoud-Eau-de-Parfum-Spray-40422_1.jpg
Tiziana Terenzi,Al Contrario,,Extrait de Parfum,Men,"BP: €3,999.00* / 1000 ml",/Tiziana-Terenzi/Classic-Collection/Al-Contrario/Extrait-de-Parfum/index_66022.aspx,https://cdn.parfumdreams.de/Img/Art/13/Tiziana-Terenzi-Al-Contrario-Extrait-de-Parfum-66022.jpg
Issey Miyake,L'Eau d'Issey pour Homme,Wood&Wood,Eau de Parfum Spray Intense,Men,"BP: €1,239.00* / 1000 ml",/Issey-Miyake/Mens-fragrances/LEau-dIssey-pour-Homme/Eau-de-Parfum-Spray-Intense/index_86729.aspx,https://cdn.parfumdreams.de/Img/Art/13/Issey-Miyake-LEau-dIssey-pour-Homme-WoodWood-Eau-de-Parfum-Spray-Intense-86729_10.jpg
Armani,Code Homme,,Set,Men,BP: €182.90* / 1 pcs.,/Armani/Emporio-Armani-Parfums/Code-Homme/Armani-Code-Homme-Parfum-refillable-50-ml-Parfum-refillable-Refill-150-ml/index_115672.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Code-Homme-Code-Homme-Set-115672.jpg
Jaguar Classic,Classic,Gold,Eau de Toilette Spray,Men,BP: €679.50* / 1000 ml,/Jaguar-Classic/Mens-fragrances/Classic/Eau-de-Toilette-Spray/index_45796.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jaguar-Classic-Classic-Gold-Eau-de-Toilette-Spray-45796.jpg
Hugo Boss,Hugo Iced,,Eau de Toilette Spray,Men,BP: €666.00* / 1000 ml,/Hugo-Boss/Hugo-Mens-fragrances/Hugo-Iced/Eau-de-Toilette-Spray/index_66546.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-Hugo-Iced-Eau-de-Toilette-Spray-66546x5_6.jpg
Burberry,Mr. Burberry,Black,Eau de Toilette Spray,Men,BP: €899.00* / 1000 ml,/Burberry/Mens-fragrances/Mr-Burberry/Eau-de-Toilette-Spray/index_113019.aspx,https://cdn.parfumdreams.de/Img/Art/13/Burberry-Mr-Burberry-Black-Eau-de-Toilette-Spray-113019.jpg
Lancôme,La vie est belle,,Eau de Parfum Spray refillable,Women,"BP: €1,465.00* / 1000 ml",/Lancome/Womens-fragrances/La-vie-est-belle/Eau-de-Parfum-Spray-refillable/index_38746.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lancome-La-vie-est-belle-Eau-de-Parfum-Spray-nachfuellbar-38746_73.jpg
Yves Saint Laurent,Libre,,Eau de Parfum Spray,Women,"BP: €1,531.67* / 1000 ml",/Yves-Saint-Laurent/Womens-fragrances/Libre/Eau-de-Parfum-Spray/index_86932.aspx,https://cdn.parfumdreams.de/Img/Art/13/Yves-Saint-Laurent-Libre-Eau-de-Parfum-Spray-86932_80.jpg
Issey Miyake,A Drop d'Issey,Essentielle,Eau de Parfum Spray,Women,"BP: €1,631.67* / 1000 ml",/Issey-Miyake/Womens-fragrances/A-Drop-dIssey/Eau-de-Parfum-Spray/index_123278.aspx,https://cdn.parfumdreams.de/Img/Art/13/Issey-Miyake-A-Drop-dIssey-Essentielle-Eau-de-Parfum-Spray-123278.jpg
Valentino,Donna Born In Roma,,Eau de Parfum Spray,Women,"BP: €1,898.33* / 1000 ml",/Valentino/Womens-fragrances/Donna-Born-In-Roma/Eau-de-Parfum-Spray/index_92044.aspx,https://cdn.parfumdreams.de/Img/Art/13/Valentino-Donna-Born-In-Roma-Eau-de-Parfum-Spray-92044_20.jpg
Chloé,Chloé,,Eau de Parfum Spray,Women,"BP: €1,697.50* / 1000 ml",/Chloe/Womens-fragrances/Chloe/Eau-de-Parfum-Spray/index_15857.aspx,https://cdn.parfumdreams.de/Img/Art/13/Chloe-Chloe-Eau-de-Parfum-Spray-15857x4_85.jpg
Lancôme,Idôle,Now,Eau de Parfum Spray Florale,Women,"BP: €1,918.00* / 1000 ml",/Lancome/Womens-fragrances/Idole/Eau-de-Parfum-Spray-Florale/index_123349.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lancome-Idole-Now-Eau-de-Parfum-Spray-Florale-123349.jpg
Narciso Rodriguez,for her,Pure Musc,Eau de Parfum Spray,Women,"BP: €1,699.00* / 1000 ml",/Narciso-Rodriguez/Womens-fragrances/for-her/Eau-de-Parfum-Spray/index_82693.aspx,https://cdn.parfumdreams.de/Img/Art/13/Narciso-Rodriguez-for-her-Pure-Musc-Eau-de-Parfum-Spray-82693x1_18.jpg
Yves Saint Laurent,Black Opium,,Eau de Parfum Spray,Women,"BP: €1,531.67* / 1000 ml",/Yves-Saint-Laurent/Womens-fragrances/Black-Opium/Eau-de-Parfum-Spray/index_47343.aspx,https://cdn.parfumdreams.de/Img/Art/13/Yves-Saint-Laurent-Black-Opium-Eau-de-Parfum-Spray-47343_41.jpg
MUGLER,Alien,Goddess Supra Florale,Eau de Parfum Spray,Women,"BP: €2,631.67* / 1000 ml",/MUGLER/Womens-fragrances/Alien/Eau-de-Parfum-Spray/index_123350.aspx,https://cdn.parfumdreams.de/Img/Art/13/MUGLER-Alien-Goddess-Supra-Florale-Eau-de-Parfum-Spray-123350.jpg
MUGLER,Alien,,Eau de Parfum Spray Refillable,Women,"BP: €1,665.00* / 1000 ml",/MUGLER/Womens-fragrances/Alien/Eau-de-Parfum-Spray-Refillable/index_92227.aspx,https://cdn.parfumdreams.de/Img/Art/13/MUGLER-Alien-Eau-de-Parfum-Spray-Refillable-92227_58.jpg
Hugo Boss,BOSS Alive,,Eau de Parfum Spray,Women,"BP: €1,065.00* / 1000 ml",/Hugo-Boss/Boss-Black-Womens-fragrances/BOSS-Alive/Eau-de-Parfum-Spray/index_89415.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-Alive-Eau-de-Parfum-Spray-89415x2_22.jpg
Abercrombie & Fitch,Away Weekend Women,,Eau de Parfum Spray,Women,"BP: €1,398.33* / 1000 ml",/Abercrombie-Fitch/Womens-fragrances/Away-Weekend-Women/Eau-de-Parfum-Spray/index_123614.aspx,https://cdn.parfumdreams.de/Img/Art/13/Abercrombie-Fitch-Away-Weekend-Women-Eau-de-Parfum-Spray-123614_4.jpg
Armani,Si,,Eau de Parfum Spray,Women,"BP: €1,431.67* / 1000 ml",/Armani/Giorgio-Armani-Parfums/Si/Eau-de-Parfum-Spray/index_42560.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Si-Eau-de-Parfum-Spray-42560_70.jpg
Armani,di Gioia,Acqua di Gioia,Eau de Parfum Spray,Women,"BP: €1,365.00* / 1000 ml",/Armani/Giorgio-Armani-Parfums/di-Gioia/Eau-de-Parfum-Spray/index_26889.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-di-Gioia-Acqua-di-Gioia-Eau-de-Parfum-Spray-26889_50.jpg
Hej:Pure,Pure Water,,Eau de Parfum Spray,Women,BP: €699.00* / 1000 ml,/HejPure/Womens-fragrances/Pure-Water/Eau-de-Parfum-Spray/index_123443.aspx,https://cdn.parfumdreams.de/Img/Art/13/HejPure-Pure-Water-Eau-de-Parfum-Spray-123443.jpg
Lacoste,Pour Femme,,Eau de Parfum Spray,Women,BP: €699.00* / 1000 ml,/Lacoste/Womens-fragrances/Pour-Femme/Eau-de-Parfum-Spray/index_13137.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lacoste-Pour-Femme-Eau-de-Parfum-Spray-13137x1_6.jpg
Acqua di Parma,Blu Mediterraneo,Arancia La Spugnatura,Eau De Toilette Spray,Women,"BP: €1,699.50* / 1000 ml",/Acqua-di-Parma/Unisex-fragrances/Blu-Mediterraneo/Eau-De-Toilette-Spray/index_122323.aspx,https://cdn.parfumdreams.de/Img/Art/13/Acqua-di-Parma-Blu-Mediterraneo-Arancia-La-Spugnatura-Eau-De-Toilette-Spray-122323.jpg
Hej:Pure,Pure Flower,,Eau de Parfum Spray,Women,BP: €699.00* / 1000 ml,/HejPure/Womens-fragrances/Pure-Flower/Eau-de-Parfum-Spray/index_123444.aspx,https://cdn.parfumdreams.de/Img/Art/13/HejPure-Pure-Flower-Eau-de-Parfum-Spray-123444.jpg
Gucci,Gucci Flora,,Eau de Parfum Spray,Women,"BP: €1,465.00* / 1000 ml",/Gucci/Womens-fragrances/Gucci-Flora/Eau-de-Parfum-Spray/index_104764.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gucci-Gucci-Flora-Gorgeous-Gardenia-Eau-de-Parfum-Spray-104764_25.jpg
Jil Sander,Sun,,Eau de Toilette Spray,Women,BP: €271.60* / 1000 ml,/Jil-Sander/Womens-fragrances/Sun/Eau-de-Toilette-Spray/index_17385.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jil-Sander-Sun-Eau-de-Toilette-Spray-17385x2_21.jpg
Hej:Pure,Pure Lemon,,Eau de Parfum Spray,Women,BP: €699.00* / 1000 ml,/HejPure/Womens-fragrances/Pure-Lemon/Eau-de-Parfum-Spray/index_123445.aspx,https://cdn.parfumdreams.de/Img/Art/13/HejPure-Pure-Lemon-Eau-de-Parfum-Spray-123445.jpg
Lancôme,Idôle,,Eau de Parfum Spray,Women,"BP: €1,478.00* / 1000 ml",/Lancome/Womens-fragrances/Idole/Eau-de-Parfum-Spray/index_86787.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lancome-Idole-Eau-de-Parfum-Spray-86787_39.jpg
Lancôme,Trésor,,Eau de Parfum Spray,Women,"BP: €1,165.00* / 1000 ml",/Lancome/Womens-fragrances/Tresor/Eau-de-Parfum-Spray/index_12130.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lancome-Tresor-Eau-de-Parfum-Spray-12130_11.jpg
DIOR,Miss Dior,,Eau de Parfum Spray,Women,"BP: €2,198.33* / 1000 ml",/DIOR/Womens-fragrances/Miss-Dior/Eau-de-Parfum-Spray/index_105570.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Miss-Dior-Eau-de-Parfum-Spray-105570_29.jpg
Hugo Boss,BOSS The Scent For Her,,Eau de Parfum Spray,Women,"BP: €1,065.00* / 1000 ml",/Hugo-Boss/Boss-Black-Womens-fragrances/BOSS-The-Scent-For-Her/Eau-de-Parfum-Spray/index_59941.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-The-Scent-For-Her-Eau-de-Parfum-Spray-59941_9.jpg
Armani,Code Femme,,Eau de Parfum Spray,Women,"BP: €1,365.00* / 1000 ml",/Armani/Giorgio-Armani-Parfums/Code-Femme/Eau-de-Parfum-Spray/index_11063.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Code-Femme-Eau-de-Parfum-Spray-11063_6.jpg
Armani,My Way,,Eau de Parfum Spray - Refillable,Women,"BP: €1,531.67* / 1000 ml",/Armani/Giorgio-Armani-Parfums/My-Way/Eau-de-Parfum-Spray-Refillable/index_93463.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-My-Way-Eau-de-Parfum-Spray-nachfuellbar-93463_160.jpg
DIOR,Poison,Hypnotic Poison,Eau de Toilette Spray,Women,BP: €806.33* / 1000 ml,/DIOR/Womens-fragrances/Poison/Eau-de-Toilette-Spray/index_16362.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Poison-Hypnotic-Poison-Eau-de-Toilette-Spray-16362_35.jpg
Burberry,Her,,Eau de Parfum Spray,Women,"BP: €1,365.00* / 1000 ml",/Burberry/Womens-fragrances/Her/Eau-de-Parfum-Spray/index_79070.aspx,https://cdn.parfumdreams.de/Img/Art/13/Burberry-Her-Eau-de-Parfum-Spray-79070_25.jpg
Calvin Klein,Eternity,,Eau de Parfum Spray,Women,BP: €819.00* / 1000 ml,/Calvin-Klein/Womens-fragrances/Eternity/Eau-de-Parfum-Spray/index_15340.aspx,https://cdn.parfumdreams.de/Img/Art/13/Calvin-Klein-Eternity-Eau-de-Parfum-Spray-15340_28.jpg
Yves Saint Laurent,Mon Paris,,Eau de Parfum Spray,Women,"BP: €1,398.33* / 1000 ml",/Yves-Saint-Laurent/Womens-fragrances/Mon-Paris/Eau-de-Parfum-Spray/index_59963.aspx,https://cdn.parfumdreams.de/Img/Art/13/Yves-Saint-Laurent-Mon-Paris-Eau-de-Parfum-Spray-59963x2_24.jpg
Jil Sander,Sunset,,Eau de Parfum Spray,Women,BP: €319.33* / 1000 ml,/Jil-Sander/Womens-fragrances/Sunset/Eau-de-Parfum-Spray/index_112239.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jil-Sander-Sunset-Eau-de-Parfum-Spray-112239.jpg
Dolce&Gabbana,Light Blue,,Eau de Toilette Spray,Women,"BP: €1,199.00* / 1000 ml",/DolceGabbana/Womens-fragrances/Light-Blue/Eau-de-Toilette-Spray/index_13043.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-Light-Blue-Eau-de-Toilette-Spray-13043x1_27.jpg
Gucci,Gucci Guilty Pour Femme,,Eau de Parfum Spray,Women,"BP: €1,531.67* / 1000 ml",/Gucci/Womens-fragrances/Gucci-Guilty-Pour-Femme/Eau-de-Parfum-Spray/index_83145.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gucci-Gucci-Guilty-Pour-Femme-Eau-de-Parfum-Spray-83145_10.jpg
DIOR,J'adore,,Eau de Parfum Spray,Women,"BP: €2,198.33* / 1000 ml",/DIOR/Womens-fragrances/Jadore/Eau-de-Parfum-Spray/index_16370.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Jadore-Eau-de-Parfum-Spray-16370x2_93.jpg
Viktor & Rolf,Flowerbomb,,Eau de Parfum Spray,Women,"BP: €2,198.33* / 1000 ml",/Viktor-Rolf/Womens-fragrances/Flowerbomb/Eau-de-Parfum-Spray/index_15436.aspx,https://cdn.parfumdreams.de/Img/Art/13/Viktor-Rolf-Flowerbomb-Eau-de-Parfum-Spray-15436_27.jpg
Cartier,Must de Cartier,,Eau de Toilette Spray,Women,"BP: €1,019.50* / 1000 ml",/Cartier/Womens-fragrances/Must-de-Cartier/Eau-de-Toilette-Spray/index_15487.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-Must-de-Cartier-Eau-de-Toilette-Spray-15487x1_3.jpg
Jean Paul Gaultier,La Belle,,Eau de Parfum Spray,Women,"BP: €1,049.50* / 1000 ml",/Jean-Paul-Gaultier/Womens-fragrances/La-Belle/Eau-de-Parfum-Spray/index_86565.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jean-Paul-Gaultier-La-Belle-Eau-de-Parfum-Spray-86565x1_26.jpg
Dolce&Gabbana,The One,,Eau de Parfum Spray,Women,"BP: €1,498.33* / 1000 ml",/DolceGabbana/Womens-fragrances/The-One/Eau-de-Parfum-Spray/index_13059.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-The-One-Eau-de-Parfum-Spray-13059_31.jpg
GIVENCHY,L'Interdit,,Eau de Parfum Spray,Women,"BP: €1,341.43* / 1000 ml",/GIVENCHY/Womens-fragrances/LInterdit/Eau-de-Parfum-Spray/index_79253.aspx,https://cdn.parfumdreams.de/Img/Art/13/GIVENCHY-LINTERDIT-Eau-de-Parfum-Spray-79253_22.jpg
Narciso Rodriguez,for her,,Eau de Toilette Spray,Women,"BP: €1,365.00* / 1000 ml",/Narciso-Rodriguez/Womens-fragrances/for-her/Eau-de-Toilette-Spray/index_21139.aspx,https://cdn.parfumdreams.de/Img/Art/13/Narciso-Rodriguez-for-her-Eau-de-Toilette-Spray-21139_18.jpg
DIOR,Miss Dior,Blooming Bouquet,Eau de Toilette Spray,Women,"BP: €2,365.00* / 1000 ml",/DIOR/Womens-fragrances/Miss-Dior/Eau-de-Toilette-Spray/index_45319.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Miss-Dior-Blooming-Bouquet-Eau-de-Toilette-Spray-45319_79.jpg
Marc Jacobs,Perfect,,Eau de Parfum Spray,Women,"BP: €1,259.00* / 1000 ml",/Marc-Jacobs/Womens-fragrances/Perfect/Eau-de-Parfum-Spray/index_106775.aspx,https://cdn.parfumdreams.de/Img/Art/13/Marc-Jacobs-Perfect-Eau-de-Parfum-Spray-106775_38.jpg
Paco Rabanne,Lady Million,,Eau de Parfum Spray,Women,"BP: €1,798.33* / 1000 ml",/Paco-Rabanne/Womens-fragrances/Lady-Million/Eau-de-Parfum-Spray/index_72319.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-Lady-Million-Eau-de-Parfum-Spray-72319x2_43.jpg
Maison Margiela,Replica,Lazy Sunday Morning,Eau de Toilette Spray,Women,"BP: €1,865.00* / 1000 ml",/Maison-Margiela/Womens-fragrances/Replica/Eau-de-Toilette-Spray/index_44809.aspx,https://cdn.parfumdreams.de/Img/Art/13/Maison-Margiela-Replica-Lazy-Sunday-Morning-Eau-de-Toilette-Spray-44809_1.jpg
Marc Jacobs,Daisy,,Eau de Toilette Spray,Women,"BP: €1,319.00* / 1000 ml",/Marc-Jacobs/Womens-fragrances/Daisy/Eau-de-Toilette-Spray/index_73403.aspx,https://cdn.parfumdreams.de/Img/Art/13/Marc-Jacobs-Daisy-Eau-de-Toilette-Spray-73403_17.jpg
Cartier,La Panthère,,Eau de Parfum Spray,Women,"BP: €2,038.00* / 1000 ml",/Cartier/Womens-fragrances/La-Panthere/Eau-de-Parfum-Spray/index_45566.aspx,https://cdn.parfumdreams.de/Img/Art/13/Cartier-La-Panthere-Eau-de-Parfum-Spray-45566_4.jpg
Versace,Dylan Purple pour Femme,,Eau de Parfum Spray,Women,"BP: €1,465.00* / 1000 ml",/Versace/Womens-fragrances/Dylan-Purple-pour-Femme/Eau-de-Parfum-Spray/index_116095.aspx,https://cdn.parfumdreams.de/Img/Art/13/Versace-Dylan-Purple-pour-Femme-Eau-de-Parfum-Spray-116095.jpg
Dolce&Gabbana,Light Blue,Eau Intense,Eau de Parfum Spray,Women,"BP: €1,478.00* / 1000 ml",/DolceGabbana/Womens-fragrances/Light-Blue/Eau-de-Parfum-Spray/index_66542.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-Light-Blue-Eau-Intense-Eau-de-Parfum-Spray-66542_8.jpg
Hugo Boss,BOSS Ma Vie Pour Femme,,Eau de Parfum Spray,Women,"BP: €1,098.33* / 1000 ml",/Hugo-Boss/Boss-Black-Womens-fragrances/BOSS-Ma-Vie-Pour-Femme/Eau-de-Parfum-Spray/index_46870.aspx,https://cdn.parfumdreams.de/Img/Art/13/Hugo-Boss-BOSS-Ma-Vie-Pour-Femme-Eau-de-Parfum-Spray-46870_1.jpg
Gucci,Gucci Flora,Gorgeous Jasmine,Eau de Parfum Spray,Women,"BP: €1,398.33* / 1000 ml",/Gucci/Womens-fragrances/Gucci-Flora/Eau-de-Parfum-Spray/index_114738.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gucci-Gucci-Flora-Gorgeous-Jasmine-Eau-de-Parfum-Spray-114738x1_1.jpg
Chloé,Nomade,,Eau de Parfum Spray,Women,"BP: €1,731.67* / 1000 ml",/Chloe/Womens-fragrances/Nomade/Eau-de-Parfum-Spray/index_74805.aspx,https://cdn.parfumdreams.de/Img/Art/13/Chloe-Nomade-Eau-de-Parfum-Spray-74805_30.jpg
Armani,Emporio Armani,Emporio She,Eau de Parfum Spray,Women,BP: €699.50* / 1000 ml,/Armani/Giorgio-Armani-Parfums/Emporio-Armani/Eau-de-Parfum-Spray/index_11092.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Emporio-Armani-Emporio-She-Eau-de-Parfum-Spray-11092x2_8.jpg
Ariana Grande,Cloud,,Eau de Parfum Spray,Women,"BP: €1,265.00* / 1000 ml",/Ariana-Grande/Womens-fragrances/Cloud/Eau-de-Parfum-Spray/index_84358.aspx,https://cdn.parfumdreams.de/Img/Art/13/Ariana-Grande-Cloud-Eau-de-Parfum-Spray-84358.jpg
Paco Rabanne,Olympéa,,Eau de Parfum Spray,Women,"BP: €1,365.00* / 1000 ml",/Paco-Rabanne/Womens-fragrances/Olympea/Eau-de-Parfum-Spray/index_52023.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-Olympea-Eau-de-Parfum-Spray-52023x4_79.jpg
Valentino,Voce Viva,,Eau de Parfum Spray,Women,BP: €979.50* / 1000 ml,/Valentino/Womens-fragrances/Voce-Viva/Eau-de-Parfum-Spray/index_93997.aspx,https://cdn.parfumdreams.de/Img/Art/13/Valentino-Voce-Viva-Eau-de-Parfum-Spray-93997_48.jpg
Lancôme,La vie est belle,Soleil Cristal,Eau de Parfum Spray,Women,"BP: €1,159.00* / 1000 ml",/Lancome/Womens-fragrances/La-vie-est-belle/Eau-de-Parfum-Spray/index_98881.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lancome-La-vie-est-belle-Soleil-Cristal-Eau-de-Parfum-Spray-98881_25.jpg
Dolce&Gabbana,L'Impératrice,,Eau de Toilette Spray,Women,BP: €499.50* / 1000 ml,/DolceGabbana/Womens-fragrances/LImperatrice/Eau-de-Toilette-Spray/index_96789.aspx,https://cdn.parfumdreams.de/Img/Art/13/DolceGabbana-LImperatrice-Eau-de-Toilette-Spray-96789x1_6.jpg
Prada,Paradoxe,,Eau de Parfum Spray,Women,"BP: €1,229.50* / 1000 ml",/Prada/Womens-fragrances/Paradoxe/Eau-de-Parfum-Spray/index_115115.aspx,https://cdn.parfumdreams.de/Img/Art/13/Prada-Prada-Paradoxe-Eau-de-Parfum-Spray-115115x3_12.jpg
Lancôme,La vie est belle,,Eau de Parfum Spray Intensément,Women,"BP: €1,398.33* / 1000 ml",/Lancome/Womens-fragrances/La-vie-est-belle/Eau-de-Parfum-Spray-Intensement/index_89645.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lancome-La-Vie-est-Belle-Eau-de-Parfum-Spray-Intensement-89645_7.jpg
Gucci,Gucci Bloom,,Eau de Parfum Spray,Women,"BP: €1,498.33* / 1000 ml",/Gucci/Womens-fragrances/Gucci-Bloom/Eau-de-Parfum-Spray/index_69439.aspx,https://cdn.parfumdreams.de/Img/Art/13/Gucci-Gucci-Bloom-Eau-de-Parfum-Spray-69439x2_21.jpg
MUGLER,Alien,Goddess,Eau de Parfum Spray,Women,"BP: €1,665.00* / 1000 ml",/MUGLER/Womens-fragrances/Alien/Eau-de-Parfum-Spray/index_104642.aspx,https://cdn.parfumdreams.de/Img/Art/13/MUGLER-Alien-Goddess-Eau-de-Parfum-Spray-104642_69.jpg
DIOR,Miss Dior,Absolutely Blooming,Eau de Parfum Spray,Women,"BP: €2,198.33* / 1000 ml",/DIOR/Womens-fragrances/Miss-Dior/Eau-de-Parfum-Spray/index_61371.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Miss-Dior-Absolutely-Blooming-Eau-de-Parfum-Spray-61371x1_44.jpg
Jil Sander,Sport For Women,,Eau de Toilette Spray,Women,BP: €698.33* / 1000 ml,/Jil-Sander/Womens-fragrances/Sport-For-Women/Eau-de-Toilette-Spray/index_17344.aspx,https://cdn.parfumdreams.de/Img/Art/13/Jil-Sander-Sport-For-Women-Eau-de-Toilette-Spray-17344.jpg
Lacoste,Pour Femme,,Gift Set,Women,BP: €34.95* / 1 pcs.,/Lacoste/Womens-fragrances/Pour-Femme/Gift-Set/index_120079.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lacoste-Pour-Femme-Geschenkset-120079.jpg
Armani,Si,Passione,Eau de Parfum Spray,Women,"BP: €1,531.67* / 1000 ml",/Armani/Giorgio-Armani-Parfums/Si/Eau-de-Parfum-Spray/index_74441.aspx,https://cdn.parfumdreams.de/Img/Art/13/Armani-Si-Passione-Eau-de-Parfum-Spray-74441_67.jpg
Montale,Rose,Roses Musk,Eau de Parfum Spray,Women,"BP: €1,250.00* / 1000 ml",/Montale/Fragrances/Rose/Eau-de-Parfum-Spray/index_40080.aspx,https://cdn.parfumdreams.de/Img/Art/13/Montale-Rose-Roses-Musk-Eau-de-Parfum-Spray-40080_2.jpg
Lancôme,Trésor,Midnight Rose,Eau de Parfum Spray,Women,BP: €998.33* / 1000 ml,/Lancome/Womens-fragrances/Tresor/Eau-de-Parfum-Spray/index_34419.aspx,https://cdn.parfumdreams.de/Img/Art/13/Lancome-Tresor-Midnight-Rose-Eau-de-Parfum-Spray-34419_3.jpg
XERJOFF,V-Collection,,Eau de Parfum Spray,Women,"BP: €3,700.00* / 1000 ml",/XERJOFF/Collections/V-Collection/Eau-de-Parfum-Spray/index_49847.aspx,https://cdn.parfumdreams.de/Img/Art/13/XERJOFF-V-Collection-Accento-Eau-de-Parfum-Spray-49847x1_1.jpg
Nivea,Women’s fragrances,Sun,Eau de Toilette Spray,Women,BP: €833.00* / 1000 ml,/Nivea/Fragrances/Womens-fragrances/Eau-de-Toilette-Spray/index_97099.aspx,https://cdn.parfumdreams.de/Img/Art/13/Nivea-Duft-Sun-Eau-de-Toilette-Spray-97099.jpg
Escada,Santorini Sunrise,Limited Edition,Gift Set,Women,BP: €37.95* / 1 pcs.,/Escada/Womens-fragrances/Santorini-Sunrise/Gift-Set/index_120071.aspx,https://cdn.parfumdreams.de/Img/Art/13/Escada-Santorini-Sunrise-Limited-Edition-Geschenkset-120071.jpg
Paco Rabanne,Fame,,Eau de Parfum Spray,Women,"BP: €1,331.67* / 1000 ml",/Paco-Rabanne/Womens-fragrances/Fame/Eau-de-Parfum-Spray/index_114830.aspx,https://cdn.parfumdreams.de/Img/Art/13/Paco-Rabanne-Fame-Eau-de-Parfum-Spray-114830_15.jpg
DIOR,Dior Addict,,Eau de Parfum Spray,Women,"BP: €1,859.00* / 1000 ml",/DIOR/Womens-fragrances/Dior-Addict/Eau-de-Parfum-Spray/index_46740.aspx,https://cdn.parfumdreams.de/Img/Art/13/DIOR-Dior-Addict-Eau-de-Parfum-Spray-46740x2_16.jpg
